Section,Domain,Status,In WHMCS,In Cloudflare,In WPMUDEV,Server In Use,Old Server Abandoned?,Notes,Cloudflare IP,Is In Cloudflare,Repo URL,Site Health,Priority,Repo Archived,Last PR Closed,Open PRs,Last Commit,Dev Status,Left FFC,Host Category,Is Staging,Domain Age,Expiry,Recurring,Work Tier,Migration Score,Maintenance Score,Dev Score
Unknown,cechanover.org,Pending,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.4,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,cemats.com,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,17.40,6 - Inactive / Archive,0,0,0
Unknown,cochisedubsaz.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.6,2021-01-29,13.50,6 - Inactive / Archive,0,0,0
For-Profit,communitytechsupply.com,Expired,Yes,No,No,InterServer DA,No,Matches InterServer DA,192.64.86.202,No,,Unreachable,Standard,,,,,None,,InterServer DA,,1.6,2026-01-24,17.40,6 - Inactive / Archive,0,0,0
Unknown,completequarters.org,Active,Yes,Yes,No,,,,(no A record),Yes,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,5.6,2027-01-18,13.50,6 - Inactive / Archive,0,0,0
Unknown,completequarters.com,Active,Yes,Yes,No,,,,(no A record),Yes,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,5.6,2027-01-18,13.50,6 - Inactive / Archive,0,0,0
Unknown,cysoclabs.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,6.9,2020-10-16,13.50,6 - Inactive / Archive,0,0,0
Unknown,darbycharlesblackmemorialfund.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.0,2022-09-09,0.00,6 - Inactive / Archive,0,0,0
Unknown,darkclouds.us,Active,Yes,Yes,No,,,,(no A record),Yes,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,4.7,2026-12-30,13.50,6 - Inactive / Archive,0,0,0
Unknown,dcbmf.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.0,2022-09-09,13.50,6 - Inactive / Archive,0,0,0
Unknown,degelamifund.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.0,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,ecjeli.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-25,0.00,6 - Inactive / Archive,0,0,0
Unknown,ecjelife.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-20,0.00,6 - Inactive / Archive,0,0,0
Unknown,escdcpac.org,Active,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,1.6,2027-01-20,0.00,6 - Inactive / Archive,0,0,0
Unknown,etherfrolics.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,5.3,2023-05-30,8.50,6 - Inactive / Archive,0,0,0
Unknown,facinggiantsnc.com,Active,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.2,2027-07-01,13.50,6 - Inactive / Archive,0,0,0
Unknown,faithorgnc.org,Transferred Away,Yes,No,No,,,Left FFC: client took it (reviewed 2026-06-08),(no A record),No,,Live,Standard,,,,,None,Yes,Unresolved/Parked,,8.1,2020-08-02,13.50,6 - Inactive / Archive,0,0,0
Unknown,ffchosting.onlineimpacts.org,Unknown,No,No,Yes,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,,,,6 - Inactive / Archive,0,0,0
Unknown,fhuhbl.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,6.0,2023-08-28,13.50,6 - Inactive / Archive,0,0,0
Unknown,fosterakid.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.2,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,fosterakids.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.2,2025-07-08,0.00,6 - Inactive / Archive,0,0,0
Unknown,freetoolsfornonprofits.org,Active,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.9,2026-10-24,0.00,6 - Inactive / Archive,0,0,0
Unknown,glstraining.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-20,0.00,6 - Inactive / Archive,0,0,0
Unknown,gustolifeskillstraining.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-23,0.00,6 - Inactive / Archive,0,0,0
Unknown,h4sd.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,5.2,2022-06-21,8.50,6 - Inactive / Archive,0,0,0
Unknown,harborcityfoodpantry.org,Cancelled,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,,Unreachable,Standard,,,,,None,,GitHub Pages,,0.6,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,harmonycenterofhillsdale.org,Pending,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.5,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,hcohi.net,Pending,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.4,0000-00-00,19.80,6 - Inactive / Archive,0,0,0
Unknown,healing-eros.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,healing-eros.com,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,17.40,6 - Inactive / Archive,0,0,0
Unknown,healingeros.net,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,19.80,6 - Inactive / Archive,0,0,0
Unknown,heroes2others.org,Fraud,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,1.1,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,historyinplay.org,Transferred Away,Yes,No,No,,,Left FFC: org defunct/dead (reviewed 2026-06-08),(no A record),No,,Unreachable,Standard,,,,,None,Yes,Unresolved/Parked,,7.4,0000-00-00,13.50,6 - Inactive / Archive,0,0,0
Unknown,historyinplay.com,Transferred Away,Yes,No,No,,,Left FFC: org defunct/dead (reviewed 2026-06-08),(no A record),No,,Redirect,Standard,,,,,None,Yes,Unresolved/Parked,,7.4,0000-00-00,13.50,6 - Inactive / Archive,0,0,0
Unknown,huachucashuttle.com,Transferred Away,Yes,No,No,,,Left FFC: client took it (reviewed 2026-06-08),(no A record),No,,Live,Standard,,,,,None,Yes,Unresolved/Parked,,9.8,2023-08-09,13.50,6 - Inactive / Archive,0,0,0
Unknown,huachucashuttlehbl.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,6.0,2021-09-02,13.50,6 - Inactive / Archive,0,0,0
Unknown,impactsierravista.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.0,2020-08-24,0.00,6 - Inactive / Archive,0,0,0
Unknown,innovatesphere.org,Cancelled,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-17,0.00,6 - Inactive / Archive,0,0,0
Unknown,javawockies.org,Transferred Away,Yes,No,No,,,Left FFC: org defunct/dead (reviewed 2026-06-08),(no A record),No,,Unreachable,Standard,,,,,None,Yes,Unresolved/Parked,,9.9,2019-10-03,0.00,6 - Inactive / Archive,0,0,0
Org-WPAdmin,jeansnsneaks.org,Cancelled,Yes,No,Yes,Hostinger,No,Matches Hostinger,153.92.213.212,No,,Unreachable,Standard,,,,,None,,Hostinger,,9.1,2025-07-22,0.00,6 - Inactive / Archive,0,0,0
Unknown,joelhockermemorialfoundation.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.1,2021-08-16,13.50,6 - Inactive / Archive,0,0,0
Unknown,joelhockermemorialfoundation.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.1,2021-08-16,13.50,6 - Inactive / Archive,0,0,0
Unknown,juliannaswishes.com,Cancelled,Yes,No,No,,,,(no A record),No,,Error,Standard,,,,,None,,Unresolved/Parked,,7.6,0000-00-00,13.50,6 - Inactive / Archive,0,0,0
Unknown,kansaslenfacccoalitionkl.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.7,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,kieranrunnelsdev.org,Active,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,3.1,2027-07-26,0.00,6 - Inactive / Archive,0,0,0
Unknown,kingsremnantmessianicministries.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-27,0.00,6 - Inactive / Archive,0,0,0
Unknown,kpmministries.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,krishnacharity.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,5.2,2022-06-21,13.50,6 - Inactive / Archive,0,0,0
Unknown,ktdorganization.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-20,0.00,6 - Inactive / Archive,0,0,0
Unknown,kydol.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-24,0.00,6 - Inactive / Archive,0,0,0
Unknown,ladiesof5280.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,10.1,2025-08-20,13.50,6 - Inactive / Archive,0,0,0
Unknown,ladiesof5280.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,10.1,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,lakebrentwoodresort.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,10.2,2024-10-24,13.50,6 - Inactive / Archive,0,0,0
Unknown,lastchancesanctuary.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.3,2025-10-30,13.50,6 - Inactive / Archive,0,0,0
Unknown,lifechangingfaces.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,11.0,2016-09-15,13.50,6 - Inactive / Archive,0,0,0
Unknown,lifechangingfaces.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,11.0,2016-09-15,13.50,6 - Inactive / Archive,0,0,0
Unknown,locali60west.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.9,2018-10-01,0.00,6 - Inactive / Archive,0,0,0
Unknown,martinez2018.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.8,2018-11-08,0.00,6 - Inactive / Archive,0,0,0
Unknown,mattressfiberglass.net,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.8,0000-00-00,19.80,6 - Inactive / Archive,0,0,0
Unknown,mattressfiberglass.org,Fraud,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,0.8,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,medicsofmayhem.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.3,2019-06-01,13.50,6 - Inactive / Archive,0,0,0
Unknown,megan220.com,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,1.6,0000-00-00,17.40,6 - Inactive / Archive,0,0,0
Unknown,mountainboundk9sar.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.9,2017-10-18,13.50,6 - Inactive / Archive,0,0,0
Unknown,moyerinvestments.com,Active,Yes,Yes,No,,,,(no A record),Yes,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.2,2027-07-04,13.50,6 - Inactive / Archive,0,0,0
Unknown,moyermanagementsystems.com,Active,Yes,Yes,No,,,,(no A record),Yes,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.2,2027-07-04,13.50,6 - Inactive / Archive,0,0,0
Unknown,mydartmouth-una.us.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.2,2020-07-03,38.50,6 - Inactive / Archive,0,0,0
Unknown,northeasterntrailridersassociation.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,5.3,2023-06-04,22.00,6 - Inactive / Archive,0,0,0
Unknown,nottinghampc.org,Unknown,No,No,Yes,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,,,,6 - Inactive / Archive,0,0,0
Unknown,ocydevelopment.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-20,0.00,6 - Inactive / Archive,0,0,0
Unknown,ocydi.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-25,0.00,6 - Inactive / Archive,0,0,0
Unknown,oitemplates.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,4.4,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,operationfullcircle.org,Active,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.4,2027-04-05,0.00,6 - Inactive / Archive,0,0,0
Unknown,operationhomesforheroes.org,Active,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.3,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,pay-grade.org,Pending,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.1,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,paylevel.org,Pending,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.1,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,petrcraft.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,1.9,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,phoenixartsandadvocacy.org,Active,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,1.0,2027-08-26,0.00,6 - Inactive / Archive,0,0,0
Unknown,phominhtemple.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.9,2018-10-29,13.50,6 - Inactive / Archive,0,0,0
Unknown,platoon1alpha.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,1.7,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,poloshopping.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Org-WPAdmin,postpartumcarefoundation.org,Cancelled,Yes,Yes,Yes,Hostinger,No,.com also exists,153.92.213.212,Yes,,Live,Standard,,,,,None,,Hostinger,,6.3,2026-05-21,13.50,6 - Inactive / Archive,0,0,0
Unknown,postpartumcarefoundation.com,Cancelled,Yes,Yes,No,,,,153.92.213.212,Yes,,Redirect,Standard,,,,,None,,Hostinger,,6.3,2026-05-21,13.50,6 - Inactive / Archive,0,0,0
Unknown,pronovaestates.com,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.4,0000-00-00,17.40,6 - Inactive / Archive,0,0,0
Unknown,pydccenter.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-20,0.00,6 - Inactive / Archive,0,0,0
Unknown,pydci.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-24,0.00,6 - Inactive / Archive,0,0,0
Unknown,qtbb.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,1.3,0000-00-00,8.50,6 - Inactive / Archive,0,0,0
Unknown,redeemussocial.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.2,2019-07-03,13.50,6 - Inactive / Archive,0,0,0
Unknown,rentels.org,Pending,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.1,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,resilient-grace.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,5.2,2023-07-08,13.50,6 - Inactive / Archive,0,0,0
Org-WPAdmin,rhwcustoms.org,Expired,Yes,No,Yes,HostPapa,No,Duplicate on Hostinger,204.44.192.77,No,,Unreachable,Standard,,,,,None,,HostPapa,,8.0,2025-09-03,13.50,6 - Inactive / Archive,0,0,0
Unknown,rhwcustoms.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.0,2025-09-03,13.50,6 - Inactive / Archive,0,0,0
Unknown,root2stem-edu.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,5.7,0001-01-01,13.50,6 - Inactive / Archive,0,0,0
Unknown,rotchurch.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,rotci.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,2025-01-26,0.00,6 - Inactive / Archive,0,0,0
Unknown,rougegn.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.1,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,safemap.org,Active,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.9,2026-10-19,0.00,6 - Inactive / Archive,0,0,0
Unknown,saharacc.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.1,2021-08-16,13.50,6 - Inactive / Archive,0,0,0
Unknown,scainc.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,2.6,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,sfcoffeeco.net,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.3,2020-05-31,13.50,6 - Inactive / Archive,0,0,0
Unknown,sfcoffeeco.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.3,2020-05-31,13.50,6 - Inactive / Archive,0,0,0
Unknown,sfcoffeeco.com,Transferred Away,Yes,No,No,,,Left FFC: org defunct/dead (reviewed 2026-06-08),(no A record),No,,Unreachable,Standard,,,,,None,Yes,Unresolved/Parked,,8.3,2020-05-31,13.50,6 - Inactive / Archive,0,0,0
Unknown,shopcommunitycenters.org,Transferred Away,Yes,No,No,,,Left FFC: org defunct/dead (reviewed 2026-06-08),(no A record),No,,Unreachable,Standard,,,,,None,Yes,Unresolved/Parked,,6.0,0000-00-00,13.50,6 - Inactive / Archive,0,0,0
Unknown,sierravistadreamcenter.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.2,2021-07-03,0.00,6 - Inactive / Archive,0,0,0
Unknown,sierravistadreamcenter.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.2,2021-07-03,13.50,6 - Inactive / Archive,0,0,0
Unknown,skillsprivateacademy.net,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.3,2021-05-20,13.50,6 - Inactive / Archive,0,0,0
Unknown,skillsprivateacademy.org,Transferred Away,Yes,No,No,,,"Left FFC: client took it; org self-manages live site, left ~May 2021 (reviewed 2026-06-08)",(no A record),No,,Redirect,Standard,,,,,None,Yes,Unresolved/Parked,,7.3,2021-05-20,13.50,6 - Inactive / Archive,0,0,0
Unknown,skillsprivateacademy.com,Transferred Away,Yes,No,No,,,Left FFC: client took it; redirects to .org (reviewed 2026-06-08),(no A record),No,,Redirect,Standard,,,,,None,Yes,Unresolved/Parked,,7.3,2021-05-20,13.50,6 - Inactive / Archive,0,0,0
Unknown,skillsprivatetutoring.net,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.3,2021-05-10,13.50,6 - Inactive / Archive,0,0,0
Unknown,skillsprivatetutoring.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.3,2021-05-10,13.50,6 - Inactive / Archive,0,0,0
Unknown,skillsprivatetutoring.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.3,2021-05-10,13.50,6 - Inactive / Archive,0,0,0
Unknown,socialenterprisestudiosinc.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.0,2019-09-26,13.50,6 - Inactive / Archive,0,0,0
Unknown,socialenterprisestudiosinc.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.0,2019-09-26,13.50,6 - Inactive / Archive,0,0,0
Unknown,somact.org,Transferred Away,Yes,No,No,,,"Left FFC: status unknown, unreachable - likely defunct (reviewed 2026-06-08)",(no A record),No,,Unreachable,Standard,,,,,None,Yes,Unresolved/Parked,,4.2,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,southamptonfriendspa.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,4.9,2022-10-13,13.50,6 - Inactive / Archive,0,0,0
Unknown,southlakeseniorfunding.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.5,2022-03-03,0.00,6 - Inactive / Archive,0,0,0
Unknown,spiritofthelandcharitabletrust.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,10.2,2018-07-04,13.50,6 - Inactive / Archive,0,0,0
Unknown,srs806.org,Expired,Yes,No,No,,,,(no A record),No,,Error,Standard,,,,,None,,Unresolved/Parked,,6.6,2023-02-25,13.50,6 - Inactive / Archive,0,0,0
Unknown,staging.alltypetowing.com,Unknown,No,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,Yes,,,,6 - Inactive / Archive,0,0,0
Unknown,staging.clarkemoyer.com,Unknown,No,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,Yes,,,,6 - Inactive / Archive,0,0,0
Unknown,staging.iawea.us,Unknown,No,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,Yes,,,,6 - Inactive / Archive,0,0,0
Unknown,staging.jwvpost619.org,Unknown,No,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,Yes,,,,6 - Inactive / Archive,0,0,0
Unknown,stampedesoftball.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,8.4,2019-04-21,13.50,6 - Inactive / Archive,0,0,0
Unknown,staywinners.org,Pending,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,0.00,6 - Inactive / Archive,0,0,0
Unknown,sunshinenetworkchicago.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.4,2018-05-01,13.50,6 - Inactive / Archive,0,0,0
Unknown,svbuddhisttemple.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,7.5,2023-03-14,13.50,6 - Inactive / Archive,0,0,0
Unknown,svfreethinkers.org,Cancelled,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.6,0000-00-00,13.50,6 - Inactive / Archive,0,0,0
Unknown,takemetoyourhealer.com,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,17.40,6 - Inactive / Archive,0,0,0
Unknown,takemetoyourhealers.org,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,20.40,6 - Inactive / Archive,0,0,0
Unknown,takemetoyourhealers.com,Fraud,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,17.40,6 - Inactive / Archive,0,0,0
Unknown,tech4security.net,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.2,2019-07-01,13.50,6 - Inactive / Archive,0,0,0
Unknown,tech4security.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.2,2019-07-01,13.50,6 - Inactive / Archive,0,0,0
Unknown,tech4security.com,Expired,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,9.2,2019-07-01,13.50,6 - Inactive / Archive,0,0,0
Unknown,tech4thesick.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.9,2018-10-05,13.50,6 - Inactive / Archive,0,0,0
Unknown,techforsecurity.com,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.2,2019-07-01,13.50,6 - Inactive / Archive,0,0,0
Unknown,technologyforsecurity.org,Expired,Yes,No,No,,,,(no A record),No,,Unreachable,Standard,,,,,None,,Unresolved/Parked,,9.2,2019-07-01,13.50,6 - Inactive / Archive,0,0,0
